full_name,url,stars,forks,open_issues,contributors,commits,releases,has_ci,readme_length,n_topics,has_license,language,age_days,days_since_push,commits_per_contributor,has_readme,age_years,activity,text
batyrovbahrom96-svg/SAT1600.uz,https://github.com/batyrovbahrom96-svg/SAT1600.uz,0,0,0,2,219,0,0,9666,0,0,Python,12,0,109.5,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 219 total commits (109.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 9666 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
Vesselovskiy/quezzle-telegram-bot,https://github.com/Vesselovskiy/quezzle-telegram-bot,0,0,0,2,1367,0,1,0,0,0,Python,361,0,683.5,0,1.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 1367 total commits (683.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 1.0 years old and currently active (last push 0 days ago)."
yiyualt/developer,https://github.com/yiyualt/developer,0,0,0,1,17,0,0,12,0,0,Python,5,0,17.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 17 total commits (17.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 12 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
Marcos0526/LSM,https://github.com/Marcos0526/LSM,2,0,0,6,70,0,0,10509,0,1,Python,106,0,11.7,1,0.3,active,"Repository in Python with almost no popularity (2 stars, 0 forks). Maintained by a team of 6 contributors, 70 total commits (11.7 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 10509 characters, no topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago)."
vatsal9117/neetcode-gpt,https://github.com/vatsal9117/neetcode-gpt,0,0,0,1,10,0,0,2031,0,0,Python,1,0,10.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 10 total commits (10.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2031 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
HTKhuongNinh-FPTU/LogisticsShippingRates,https://github.com/HTKhuongNinh-FPTU/LogisticsShippingRates,0,0,0,1,8,0,0,416,0,1,Python,0,0,8.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 8 total commits (8.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 416 characters, no topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago)."
drviniciusmariano/Projeto-Ponteiro,https://github.com/drviniciusmariano/Projeto-Ponteiro,0,0,0,1,15,0,0,344,0,0,Python,3,0,15.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 15 total commits (15.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 344 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
FuckFiat/polymarket-whale-tracker,https://github.com/FuckFiat/polymarket-whale-tracker,2,1,1,1,11336,0,0,2357,0,0,Python,30,0,11336.0,1,0.1,active,"Repository in Python with almost no popularity (2 stars, 1 forks). Maintained by a single contributor, 11336 total commits (11336.0 per contributor). 0 releases, 1 open issues. It lacks CI/CD workflows, has a README of 2357 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
vaishnavkadhao/ai-performance-marketing-automation-lab,https://github.com/vaishnavkadhao/ai-performance-marketing-automation-lab,0,0,0,1,32,0,0,6827,0,1,Python,0,0,32.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 32 total commits (32.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 6827 characters, no topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago)."
jianglei919/COMP8347,https://github.com/jianglei919/COMP8347,0,0,0,1,16,0,0,1281,0,0,Python,22,0,16.0,1,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 16 total commits (16.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1281 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
lacriwo/verba_feed,https://github.com/lacriwo/verba_feed,0,0,0,2,240,0,1,0,0,0,Python,44,0,120.0,0,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 240 total commits (120.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
mathews0x0/datalogger-v2,https://github.com/mathews0x0/datalogger-v2,0,0,0,1,188,0,0,1355,0,0,Python,119,0,188.0,1,0.3,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 188 total commits (188.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1355 characters, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago)."
theotheo10/Ferramentas-Financeiras,https://github.com/theotheo10/Ferramentas-Financeiras,0,0,0,2,370,0,1,0,0,0,Python,60,0,185.0,0,0.2,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 370 total commits (185.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago)."
josoyjjk-ui/fireant-dashboard,https://github.com/josoyjjk-ui/fireant-dashboard,0,0,0,2,17775,0,1,0,0,0,Python,98,0,8887.5,0,0.3,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 17775 total commits (8887.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago)."
novtom/rss,https://github.com/novtom/rss,0,0,0,1,1549,0,1,0,0,0,Python,308,0,1549.0,0,0.8,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1549 total commits (1549.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.8 years old and currently active (last push 0 days ago)."
Squeack/Rover,https://github.com/Squeack/Rover,0,0,0,1,15,0,0,100,0,1,Python,35,0,15.0,1,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 15 total commits (15.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 100 characters, no topics, and is licensed. The project is 0.1 years old and currently active (last push 0 days ago)."
gmirash-debug/solana-radar,https://github.com/gmirash-debug/solana-radar,0,0,0,2,495,0,1,6841,0,0,Python,17,0,247.5,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 495 total commits (247.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 6841 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
gjjlovewhy-ipoh/91kds,https://github.com/gjjlovewhy-ipoh/91kds,0,0,0,1,109,0,1,12,0,0,Python,14,0,109.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 109 total commits (109.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 12 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
chilewen/hupu-monitor,https://github.com/chilewen/hupu-monitor,0,0,0,2,34693,0,1,0,0,0,Python,84,0,17346.5,0,0.2,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 34693 total commits (17346.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago)."
shlapolosa/wear-125959-api,https://github.com/shlapolosa/wear-125959-api,0,0,0,1,28,0,1,75,4,1,Python,0,0,28.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 28 total commits (28.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 75 characters, 4 topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago)."
q1azq1a/Rss-1314,https://github.com/q1azq1a/Rss-1314,1,0,0,3,10291,0,1,1523,0,1,Python,597,0,3430.3,1,1.6,active,"Repository in Python with almost no popularity (1 stars, 0 forks). Maintained by a small team of 3 contributors, 10291 total commits (3430.3 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 1523 characters, no topics, and is licensed. The project is 1.6 years old and currently active (last push 0 days ago)."
25175/tvyuan,https://github.com/25175/tvyuan,0,0,0,0,17,0,1,712,0,0,Python,0,0,17.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 17 total commits (17.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 712 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
vorterixgames-gif/compucity,https://github.com/vorterixgames-gif/compucity,0,0,0,0,84,0,0,0,0,0,Python,7,0,84.0,0,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 84 total commits (84.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
ReyhZhao/Vels.online,https://github.com/ReyhZhao/Vels.online,0,0,5,3,445,108,1,11127,0,0,Python,467,0,148.3,1,1.3,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 3 contributors, 445 total commits (148.3 per contributor). 108 releases, 5 open issues. It has CI/CD workflows, has a README of 11127 characters, no topics, and is no license. The project is 1.3 years old and currently active (last push 0 days ago)."
xian-technology/xian-abci,https://github.com/xian-technology/xian-abci,0,0,0,18,1309,10,1,5441,6,1,Python,147,0,72.7,1,0.4,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a team of 18 contributors, 1309 total commits (72.7 per contributor). 10 releases, 0 open issues. It has CI/CD workflows, has a README of 5441 characters, 6 topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago)."
nachorodriguezpirotta-tech/asistente-revolv,https://github.com/nachorodriguezpirotta-tech/asistente-revolv,0,0,0,1,3628,0,1,2391,0,0,Python,23,0,3628.0,1,0.1,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 3628 total commits (3628.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 2391 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
dmitriistruganov-alt/runpod-gpu-watcher-v2,https://github.com/dmitriistruganov-alt/runpod-gpu-watcher-v2,0,0,0,1,4056,0,1,351,0,0,Python,7,0,4056.0,1,0.0,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 4056 total commits (4056.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 351 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
Tony133/fastify-api-boilerplate-jwt,https://github.com/Tony133/fastify-api-boilerplate-jwt,589,83,2,5,1180,0,1,1100,16,1,TypeScript,2446,0,236.0,1,6.7,active,"Repository in TypeScript with moderate popularity (589 stars, 83 forks). Maintained by a small team of 5 contributors, 1180 total commits (236.0 per contributor). 0 releases, 2 open issues. It has CI/CD workflows, has a README of 1100 characters, 16 topics, and is licensed. The project is 6.7 years old and currently active (last push 0 days ago)."
pulumi/pulumi-provider-boilerplate,https://github.com/pulumi/pulumi-provider-boilerplate,83,23,12,31,597,161,1,4922,0,1,Go,2271,0,19.3,1,6.2,active,"Repository in Go with low popularity (83 stars, 23 forks). Maintained by a team of 31 contributors, 597 total commits (19.3 per contributor). 161 releases, 12 open issues. It has CI/CD workflows, has a README of 4922 characters, no topics, and is licensed. The project is 6.2 years old and currently active (last push 0 days ago)."
